accountId;gisc;iso2
2eae5820-2244-473b-a51b-61234b2dd433;Pretoria;na
3a567fa5-5df1-4264-a1d8-dca516c577f5;Beijing;np
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;nl
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;nc
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;nz
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;nz
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;ni
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;ne
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;ng
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;nu
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;mk
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;no
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;no
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;om
3a567fa5-5df1-4264-a1d8-dca516c577f5;Beijing;pk
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;pa
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;pg
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;py
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;pe
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;ph
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;pl
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;pt
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;pt
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;qa
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;qa
3bd19e33-804e-4acc-bcf0-966d4cad68f6;Seoul;kr
e93af777-469f-4e88-8716-32135b00db68;Moscow;md
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;ro
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;rw
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;kn
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;lc
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;ws
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;st
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;sa
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;sa
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;sn
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;rs
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;sc
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;sl
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;sg
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;sk
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;si
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;sb
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;so
2eae5820-2244-473b-a51b-61234b2dd433;Pretoria;za
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;es
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;es
712bbfbb-d8b7-4e3a-b36d-17e077f92783;New Delhi;lk
2eae5820-2244-473b-a51b-61234b2dd433;Pretoria;sd
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;sr
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;se
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;ch
bd0458b6-8093-47a2-b9a5-e9a155cd3967;Tehran;sy
e93af777-469f-4e88-8716-32135b00db68;Moscow;tj
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;th
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;tl
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;tg
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;to
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;tt
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;tn
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;tr
e93af777-469f-4e88-8716-32135b00db68;Moscow;tm
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;tv
6ee7e53f-4811-4ea0-830a-4ec2847a1017;Casablanca;ug
e93af777-469f-4e88-8716-32135b00db68;Moscow;ua
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;ae
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;bm
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;gi
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;pn
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;sh
2eae5820-2244-473b-a51b-61234b2dd433;Pretoria;tz
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;ki
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;gu
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;pr
e93af777-469f-4e88-8716-32135b00db68;Moscow;uz
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;vu
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;ve
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;vn
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;ye
2eae5820-2244-473b-a51b-61234b2dd433;Pretoria;zm
2eae5820-2244-473b-a51b-61234b2dd433;Pretoria;zw
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;ar
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;ar
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;ar
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;au
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;au
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;au
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;au
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;au
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;at
8a76f9e8-59b6-4a48-9a94-83db603d20ab;Brasilia;br
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;bg
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;ca
3a567fa5-5df1-4264-a1d8-dca516c577f5;Beijing;cn
3a567fa5-5df1-4264-a1d8-dca516c577f5;Beijing;cn
3a567fa5-5df1-4264-a1d8-dca516c577f5;Beijing;cn
3a567fa5-5df1-4264-a1d8-dca516c577f5;Beijing;cn
3a567fa5-5df1-4264-a1d8-dca516c577f5;Beijing;cn
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;hr
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;cz
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;int
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;int
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;fr
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;de
3a567fa5-5df1-4264-a1d8-dca516c577f5;Beijing;hk
712bbfbb-d8b7-4e3a-b36d-17e077f92783;New Delhi;in
712bbfbb-d8b7-4e3a-b36d-17e077f92783;New Delhi;in
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;id
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;id
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;id
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;id
bd0458b6-8093-47a2-b9a5-e9a155cd3967;Tehran;ir
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;it
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;it
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;jp
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;ke
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;ke
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;nl
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;nl
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;nl
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;nl
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;nl
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;no
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;qa
3bd19e33-804e-4acc-bcf0-966d4cad68f6;Seoul;kr
3bd19e33-804e-4acc-bcf0-966d4cad68f6;Seoul;kr
3bd19e33-804e-4acc-bcf0-966d4cad68f6;Seoul;kr
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
e93af777-469f-4e88-8716-32135b00db68;Moscow;ru
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;sa
0d8650c1-b4ff-46cc-b691-6521fb17b3f1;Jeddah;sa
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;rs
36d3f1db-5b27-40ab-a94b-867fd63035c0;Melbourne;sg
2eae5820-2244-473b-a51b-61234b2dd433;Pretoria;za
5ba3e055-e2c8-4d74-8b59-99cfae6f2107;Toulouse;es
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;se
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;se
6bcd27b6-6403-462f-87a0-4fa64cbcad63;Tokyo;th
af21d0dc-b0a6-4f85-866e-b9a561003903;Offenbach;tr
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
40d4f6ba-9751-4bc6-82f6-5dc79673de77;Exeter;uk
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
3edcada0-7ebc-4476-bbfa-d5aedad2996d;Washington;us
